Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Location,Price
89939.03967,20.91367974,4.076831254,2.151667776,28831.9766,"Texas, Austin",683803.8028
49351.84326,8.064828967,6.132219029,3.827265305,45814.46171,"California, Los Angeles",1144984.82
115186.5699,24.15811931,7.030967687,5.303413737,32397.61756,"Texas, Houston",1078893.188
90216.64425,4.103844892,6.788823795,3.252332677,21687.23998,"Texas, Austin",367835.56
66792.44917,23.64027982,7.256680529,3.536640732,39705.37131,"Texas, Austin",1718545.716
51141.76581,27.3956876,4.770378662,5.637908433,30233.27749,"Texas, Houston",941549.4407
103522.0151,12.10216845,7.232675494,5.347613781,16485.27781,"Florida, Miami",423571.6964
89605.82047,19.28842355,4.913258094,4.66019245,33072.7915,"Illinois, Chicago",1078428.465
82676.88736,13.47413923,7.752619903,3.067215128,46455.78147,"California, San Francisco",574517.3704
111511.4066,13.69518659,5.695438066,2.468165931,43704.9047,"California, San Francisco",1497504.505
103087.7769,10.00075578,7.549477167,2.064235291,33472.39891,"Texas, Austin",1272011.678
52133.99038,23.10175899,4.239327995,2.42804269,25083.32696,"Illinois, Chicago",759193.4719
64937.76542,28.14912036,6.039300128,3.170385774,13479.15004,"California, Los Angeles",1915805.561
59879.13119,28.28177492,7.525172611,4.207160254,28785.95693,"Florida, Orlando",795967.092
99515.70341,6.068657261,5.134352582,2.256000331,40083.1775,"California, San Diego",1243494.742
42682.59478,26.36756584,7.976435224,2.544911113,24410.94879,"Florida, Miami",1662665.301
85591.17479,22.3855118,7.153898666,2.724322809,19417.87302,"New York, Brooklyn",1173616.907
100996.6949,8.33228462,6.937808861,4.527928372,47255.18877,"Illinois, Chicago",1933454.649
110141.2509,2.951253775,5.767744271,4.463159196,42862.22802,"Florida, Miami",1734552.764
67366.5399,8.77192074,6.412257352,4.203062905,35531.02478,"California, San Francisco",1865732.324
105700.5844,27.45403887,6.986746505,3.002005699,15471.33376,"California, San Diego",933594.3924
48850.53896,19.36218157,6.36231057,3.484478765,15796.35362,"California, Los Angeles",1232204.21
107716.1833,21.91058517,7.49156662,2.386758865,14128.78366,"California, San Diego",1728282.702
50199.09299,8.457418182,6.168484666,2.905842415,34651.86668,"California, San Diego",1835950.058
71782.98324,21.86225651,5.011365909,5.590820906,14622.51186,"California, Los Angeles",1905418.083
103783.6293,1.815523682,5.069668914,5.918766986,43705.08795,"California, San Diego",1794558.389
51993.39419,11.88431903,4.029018844,4.590638343,49718.60007,"Illinois, Chicago",1542283.337
58340.11162,19.17584711,5.504788578,5.667293168,24653.92739,"New York, Brooklyn",341165.1694
97780.20547,5.236800401,7.744588202,4.570967602,28146.79388,"Florida, Miami",835420.8641
97602.92292,24.86710366,7.970813544,2.132785944,38466.68708,"Illinois, Chicago",519191.6843
91291.81063,7.815907666,5.01233771,5.98705034,47486.12025,"Florida, Miami",563089.6223
95515.87556,19.91615227,8.795219984,2.395809207,45763.75094,"Texas, Austin",794542.2186
83417.95547,12.75071713,6.512013967,4.730567206,12303.67315,"Texas, Houston",427058.7772
60143.92471,18.28526427,8.584893745,3.011344812,16762.8721,"Texas, Houston",713154.081
67655.67948,4.116066026,7.533826409,3.567924452,40183.88794,"New York, Brooklyn",1926864.022
54527.81734,1.490471198,7.612167115,4.583736739,37555.72432,"Florida, Orlando",830304.0836
112676.0449,27.37736839,4.425218107,3.745949397,15328.74376,"Illinois, Chicago",571512.2189
86671.34358,8.819270254,5.099955634,3.002184236,30082.58328,"New York, Brooklyn",1521110.307
72068.11334,24.77063308,4.044074166,3.337784748,41232.58524,"New York, Brooklyn",1708458.755
76960.46429,29.98115871,7.580638202,3.366192468,18751.22729,"Florida, Miami",833864.3443
115782.6672,7.131506482,5.722191442,5.837295618,44851.50543,"Florida, Orlando",773445.428
52268.11225,8.689951494,7.93326258,5.194452064,12118.87099,"Texas, Austin",710991.2314
86898.38656,20.22293384,5.6946811,3.834195086,41287.8034,"California, San Francisco",968544.1064
80471.09431,28.9980104,8.096668761,2.799283681,34632.75599,"Texas, Austin",448293.9883
88916.33883,27.5586161,4.653491269,5.244064441,22607.97387,"California, San Diego",1437519.685
41448.81471,15.58339008,4.866865784,2.628729886,38837.30193,"California, San Diego",1697784.753
109769.9127,24.05819819,5.704382698,2.841848869,41294.63181,"Texas, Austin",1428259.876
114569.4626,4.93662974,6.042436944,3.464053567,47355.95885,"Texas, Austin",1016039.473
85210.65469,29.34570734,5.743514054,5.521392783,24710.98689,"New York, Brooklyn",791235.8205
95732.06591,28.96624379,7.818235163,2.527146675,37440.66944,"Texas, Houston",996058.4797
113799.9505,5.748139778,4.484756963,2.488936771,34104.65108,"Illinois, Chicago",1020523.724
96579.09075,9.683270619,5.756085098,3.975899953,31008.24278,"California, San Diego",1432235.408
52203.12343,3.904494928,8.186199998,3.105642164,45616.65897,"Florida, Orlando",1877702.605
86103.06881,8.879810368,4.333985386,4.274911767,10126.69257,"Texas, Austin",419997.0321
88537.20371,24.66271789,8.711717538,3.806546739,21284.46424,"California, Los Angeles",1920701.108
73930.4537,11.97115261,8.931584211,3.739836425,31531.08958,"Florida, Miami",1847342.182
98915.53885,3.563512047,4.442840869,2.447891882,17131.73047,"California, San Francisco",500144.9106
114749.3612,10.92454022,5.456362611,2.564198761,46314.66135,"New York, Manhattan",612094.5528
114045.481,29.46011669,5.86200333,5.28431431,35903.8047,"Florida, Orlando",829712.5225
76067.14971,19.26082426,7.881956843,5.54353095,29115.31979,"Florida, Miami",1251432.27
49059.04367,13.06866745,6.979634061,2.938734132,42588.07036,"Texas, Houston",528609.5333
118787.2959,5.829616891,7.221828502,2.453842006,28035.44766,"Florida, Miami",640569.4206
107111.8469,29.59912712,7.787549114,2.213666688,32346.12048,"California, Los Angeles",1834548
49973.0145,24.80462127,4.589894997,4.433190455,10110.03982,"Texas, Houston",485811.0723
113667.3506,9.162841771,8.166047285,4.86141285,24628.02121,"Illinois, Chicago",978093.0507
109591.709,3.031992176,7.528099021,3.491239957,15551.61889,"New York, Brooklyn",1597103.022
81507.04457,2.642141164,6.886708626,4.71870347,37587.54723,"California, San Diego",1810591.299
87302.03486,4.490966336,8.448676674,4.851835262,29161.07836,"Florida, Miami",871272.3564
71920.21631,17.84228892,7.501531769,5.741369126,22070.30229,"California, Los Angeles",579543.7591
44380.93111,27.93413921,5.008499813,2.259494551,28713.29357,"New York, Brooklyn",1552919.82
66815.77933,15.40555941,6.148726905,2.769166893,18385.19552,"California, Los Angeles",1613348.19
104228.2759,25.44541899,6.470214335,2.27410395,47003.4653,"New York, Manhattan",1966056.855
40370.56184,13.93071198,4.276088134,5.471975733,12158.9053,"Texas, Houston",537221.1475
66679.93374,21.54892283,8.773187567,5.17034864,44616.68141,"Illinois, Chicago",1506015.501
71853.49549,22.22430938,4.642886304,4.298568282,30454.35155,"Florida, Orlando",1009397.314
82991.64824,6.044947471,7.487306336,2.33465364,34757.85985,"California, San Diego",1854870.044
113588.4493,11.47526571,6.53115518,3.093249435,22104.22484,"New York, Brooklyn",993312.5034
67707.67955,19.48176254,4.128161249,3.190879392,48667.90467,"Florida, Miami",1058132.638
67756.25615,3.050201637,8.623737379,4.242972784,21274.03834,"Florida, Orlando",515554.2169
99000.09985,11.48466545,8.259184044,3.032175576,33555.11989,"Texas, Houston",845592.5347
76177.43527,16.50918452,6.62128964,2.291839456,49736.6682,"Florida, Orlando",981428.7997
57968.38584,29.8905103,5.144711681,4.923049207,45243.77586,"New York, Manhattan",329764.8824
76195.16129,14.76147332,4.608114453,3.196320847,31453.19301,"New York, Brooklyn",1043876.596
51268.56163,24.66564596,5.816962397,3.809496708,49614.98092,"New York, Manhattan",871741.5372
54110.95892,13.52995127,5.277141405,2.51066654,38054.79447,"Illinois, Chicago",1666527.551
79869.42182,24.09533096,6.533456005,5.210193214,18348.01665,"Texas, Austin",482091.4429
73514.03596,18.26702925,8.832046481,4.262127508,26223.84842,"New York, Brooklyn",1592358.916
113187.6721,26.7112678,6.874767466,5.606342505,23379.73336,"Illinois, Chicago",1513819.624
68991.51193,12.91733402,8.449655279,3.981886252,23760.54833,"New York, Brooklyn",711029.9572
86447.06802,18.52482817,7.254394187,5.765702687,40418.25757,"Texas, Austin",441561.8362
90581.14303,19.27054174,6.376232633,5.567472818,33370.51709,"California, San Diego",1731116.858
41047.55653,13.10410531,8.273037814,4.305839426,11523.70846,"California, Los Angeles",724031.0727
93082.98976,5.185049267,6.356840551,5.735573753,45097.93935,"New York, Brooklyn",547452.2035
54242.87735,3.7132228,8.343140853,3.292354989,21871.84562,"Texas, Austin",910362.2233
116885.6254,1.483474967,5.457883848,3.462568651,49882.99508,"California, San Diego",981500.8002
51893.01822,26.33249366,4.644065369,2.181911805,48167.62921,"Florida, Orlando",854349.5656
73169.9299,7.857772455,8.276572322,4.356803627,47621.22867,"New York, Brooklyn",1960017.891
46827.97345,7.133695729,6.937075819,4.88769588,42445.10416,"California, Los Angeles",1797395.138
119749.9401,22.34502661,8.445461991,5.094076761,18824.53327,"New York, Manhattan",1784058.344
80175.60083,10.28046728,8.689136035,2.599265144,31305.30976,"Florida, Orlando",977904.9039
87630.80139,15.67529608,4.268141952,3.776636289,18972.10507,"Florida, Orlando",1936878.388
45366.11819,5.712820894,6.504846509,2.707452848,20387.01822,"New York, Brooklyn",1462826.004
99996.83763,28.83262592,5.874822745,4.648509395,34438.07078,"Texas, Houston",1714390.937
56792.44745,25.6958606,7.129291985,2.63178549,11633.34181,"California, San Diego",1151487.713
111844.3432,26.04989907,7.967955986,5.616654736,48778.34267,"Illinois, Chicago",573049.3984
56411.17124,12.79643871,5.40295108,2.922538583,46746.9269,"New York, Manhattan",1807705.358
55255.01765,23.1084752,6.783991922,3.165609065,25230.70289,"Florida, Miami",1126925.457
42923.97343,5.172408506,7.5436429,5.403625289,30616.89792,"New York, Brooklyn",1946543.345
77765.35561,1.249951075,4.672155414,3.833870441,28644.77677,"Florida, Orlando",733263.7194
85187.29066,1.579215045,8.07033453,2.095983783,45287.99114,"California, Los Angeles",1987044.285
45256.69115,18.01145038,7.030547999,3.978345005,37544.07505,"California, San Francisco",678121.9594
102042.2093,14.20645225,8.747687186,2.338173342,21124.4499,"California, Los Angeles",925883.4886
76263.10678,16.02244512,5.697644596,5.941378875,27873.65018,"New York, Brooklyn",1309828.089
81951.22155,1.216431072,4.540729712,4.352446282,27158.63903,"California, San Francisco",1478649.201
75261.01976,13.25791197,6.532506005,3.02613047,48373.40673,"New York, Brooklyn",1524479.687
72061.04487,21.82397667,4.429053859,4.254870718,17012.43642,"California, Los Angeles",1109629.095
84771.2265,13.83811736,8.847632617,2.307468414,13583.05349,"California, Los Angeles",430605.8267
52419.21967,22.23435698,4.193424791,5.199565217,45224.75329,"Florida, Orlando",1143281.858
54554.25044,7.757549968,7.767519506,5.701312215,45867.43958,"California, San Diego",868969.5193
108942.8497,24.58111813,6.625511991,5.497777553,44869.56352,"California, San Francisco",1418014.535
115689.237,18.06450597,5.843103262,3.367030409,30439.07663,"Illinois, Chicago",609868.4931
69864.7453,7.112129883,4.329210823,3.303072479,36389.77713,"California, Los Angeles",969650.9521
61659.57385,7.8648938,7.110834621,2.140350445,32534.5219,"New York, Brooklyn",1942402.562
91519.96346,19.21288347,6.926101647,4.605601435,12777.91304,"Florida, Miami",451074.5787
72698.73369,25.0682482,5.404416365,4.139619137,33833.39588,"New York, Brooklyn",1323968.068
42030.90845,13.05320568,8.551108507,3.837385485,10544.56589,"California, San Diego",454101.9894
52492.20779,8.490712445,5.520550037,5.630523813,22999.49638,"Florida, Miami",566892.6151
97277.77831,26.1433366,6.248627053,2.671515604,47291.70303,"New York, Brooklyn",1328388.461
92713.91535,20.40878046,6.71881228,2.038665067,22161.81079,"Texas, Houston",1054792.388
42167.6794,13.99447913,4.501159391,2.293265808,47593.06571,"New York, Brooklyn",1232448.295
57757.77295,15.14910566,8.660808596,2.893485751,20005.35829,"Illinois, Chicago",1795782.69
58485.98373,6.92343757,5.872680762,2.133142197,22582.48962,"Texas, Austin",1689308.412
93751.41949,19.17727627,4.403896069,4.011374843,35136.29986,"Florida, Orlando",1809568.464
41576.84302,11.40353281,5.936455868,3.256361821,40465.07891,"California, Los Angeles",1347633.365
48328.68656,29.87371012,7.001012735,2.721932032,30055.51072,"California, San Diego",1132393.389
103993.2868,14.92532194,6.568263359,5.0003363,45284.62749,"California, San Francisco",1080635.889
54283.57296,15.09068258,7.47270987,2.817805305,11609.61686,"New York, Brooklyn",1557674.546
92219.68863,17.40970183,4.27741971,4.750420404,46887.79355,"Texas, Houston",1186209.793
59054.62248,27.58592409,5.422703051,3.397059623,17852.312,"Texas, Houston",479806.9536
47955.31142,24.2237249,8.096152884,4.047311043,45369.5498,"California, San Francisco",541296.3409
59453.77528,14.08277202,4.399468439,5.735468159,26034.52718,"California, Los Angeles",907040.7051
97781.35455,21.84227871,8.277429773,2.149406539,43310.28223,"California, Los Angeles",415299.7324
108455.7174,18.00082946,4.45948046,4.00105803,36866.62199,"New York, Brooklyn",706693.0731
106417.5892,15.27864441,8.172271074,5.417691841,17037.6653,"New York, Manhattan",1415881.45
71774.68237,6.577157411,5.803942005,4.351896993,46721.9028,"Texas, Austin",321131.5309
93446.81093,14.45415164,7.061045316,3.107482068,19820.69562,"Florida, Orlando",1326957.871
56398.74363,8.128739024,4.764435578,3.590724541,19765.60475,"Texas, Austin",1613006.769
63451.81842,27.53042235,4.330843609,4.721062515,42567.15587,"Florida, Orlando",589261.3776
111706.8655,10.72679759,5.07969102,5.563247577,14234.93022,"Texas, Austin",607646.5574
41040.15388,28.61565642,4.63926909,2.164265495,18881.43625,"Texas, Houston",349055.8231
46840.68247,16.45860341,5.562029488,2.286155288,30147.10294,"Florida, Orlando",1171165.066
56630.90041,19.31478698,6.571916233,3.300206094,43219.08115,"Florida, Orlando",1412798.847
42122.57631,16.74527289,6.943797318,2.931118738,15899.35899,"California, San Diego",1076746.29
54514.83481,4.752037892,7.949340537,3.059723545,31906.72938,"Texas, Austin",962062.9764
86643.32488,11.89881535,7.281199466,2.885079995,38449.62367,"New York, Brooklyn",1072501.789
73713.96405,3.875237256,7.043791626,2.783300195,44423.80899,"Florida, Orlando",1628597.972
111413.7369,19.06566728,6.058910137,2.522495867,47422.62241,"New York, Manhattan",356974.3225
105395.4849,13.95935166,6.369042175,5.735816527,41385.59658,"Texas, Houston",1632491.553
67345.38814,23.56156418,6.072604147,2.576757856,36113.13593,"Illinois, Chicago",1432781.597
60753.87467,7.393643949,8.21083015,2.817615099,27344.80341,"New York, Brooklyn",710425.1421
70375.39265,5.772415694,5.150002263,2.985062896,14484.40617,"Texas, Austin",1192057.535
87223.5954,12.7836347,4.028604658,5.732059493,38389.4877,"California, Los Angeles",383794.1401
61445.09127,27.87097611,7.256599486,5.022856534,49709.49218,"Texas, Austin",945300.7396
89931.91263,21.60223264,5.012310918,5.158797721,39470.42379,"California, San Diego",595872.2144
72752.93218,13.14878512,8.450575682,2.419033038,10668.44375,"New York, Brooklyn",337910.6562
84163.77447,16.00089292,8.295231649,5.3452395,29850.39912,"Texas, Houston",907052.1462
74890.12233,3.442177324,4.38363686,3.632772327,34585.8653,"California, San Diego",1534391.11
63557.26076,29.55270099,4.531942027,3.051292105,37586.96804,"California, San Francisco",1865737.175
115876.2646,20.32581184,6.475857961,4.303000334,38789.03342,"Texas, Houston",1425847.972
101088.4635,9.276717985,7.046113314,5.288731623,32324.33765,"Florida, Orlando",983349.2178
51209.05406,17.98844343,5.374541687,5.114608604,18934.41331,"California, San Francisco",1999143.391
109477.4381,4.174988616,7.583988583,5.55998993,47688.02646,"California, Los Angeles",781003.9638
78994.49586,29.0092634,6.974580105,5.712528744,37866.65871,"California, San Diego",618123.4356
111564.1782,6.068764649,5.624120549,2.952488286,19473.60147,"Texas, Houston",1088259.858
103988.4205,19.79287922,4.12685744,3.695431577,22892.87329,"Florida, Miami",1158349.406
74017.08036,8.118179414,7.750751406,2.058514157,46877.10683,"Florida, Miami",903199.7461
41797.54467,21.8092801,5.073768329,5.517286637,45499.40747,"Illinois, Chicago",1482348.434
61494.18875,23.52781965,8.172368717,2.618288606,26205.85753,"California, San Francisco",612569.5003
83330.73717,20.52917214,6.1014513,5.445899249,11532.28888,"New York, Manhattan",1167577.592
90678.25759,18.82048435,6.885387213,3.317549288,11939.89476,"New York, Brooklyn",1150215.829
60631.01483,26.88160372,8.364743652,3.47253436,21356.73164,"Texas, Austin",1700436.919
51148.48593,3.280174619,8.318115005,2.156529018,35164.88877,"Florida, Orlando",1875845.938
106794.4189,10.59652821,5.857597876,3.307515159,33367.78541,"California, Los Angeles",1427551.985
118752.1745,8.200336909,5.044444464,5.553454731,35353.11148,"Florida, Miami",819131.7036
82055.21458,29.6524049,7.875730389,2.102189604,38691.31888,"New York, Manhattan",1472338.734
53734.34287,12.29230361,6.165401018,3.625309892,10761.29014,"New York, Manhattan",727330.9197
61784.58612,22.24576828,4.960209968,2.125598519,14203.42381,"California, San Francisco",1943125.464
41471.25412,20.85702975,8.522126712,3.4836937,24379.33807,"Illinois, Chicago",1698015.602
113143.9045,7.150355887,4.990520971,2.690562563,16194.3999,"Florida, Orlando",1033023.434
49420.08663,7.930932726,4.129035841,3.008873573,13012.8017,"New York, Manhattan",1633383.979
86121.31804,9.157252343,4.101399869,5.510393493,35638.57584,"California, Los Angeles",994714.5971
61924.41765,12.92269107,7.111576782,3.744196882,42613.4591,"California, San Francisco",426837.2699
84334.2402,7.795426904,7.308375304,3.095191966,40105.0663,"California, San Diego",1501507.084
92113.63107,1.569893,5.555208525,4.357353512,42681.59114,"California, Los Angeles",987843.5161
106379.3443,26.50239865,5.600054946,2.568427839,36634.26176,"Texas, Austin",1881543.689
56513.70174,29.00268511,5.697469575,3.03756643,39413.81287,"Illinois, Chicago",821154.0644
40879.66629,10.90554122,7.400792734,4.18499187,20871.15097,"Florida, Orlando",1733665.796
50950.85041,10.8166995,4.290668955,2.950092167,49720.32145,"Illinois, Chicago",1456744.337
112001.4913,1.20566257,8.645581763,4.71651095,17326.62618,"Illinois, Chicago",1750651.847
109911.2062,20.72726996,5.112605221,3.965965209,18579.75498,"California, San Francisco",796199.1911
87793.04817,24.93775698,8.998366026,5.087956281,21556.87327,"Illinois, Chicago",1084287.186
88041.34883,5.25164071,4.857613469,5.792978143,49013.2972,"New York, Brooklyn",1699319.319
93202.93396,5.630324132,7.857732287,2.463219557,49531.54357,"California, Los Angeles",1394491.993
54029.70229,23.91241425,5.117062725,3.33866004,41795.74999,"Florida, Orlando",911867.2291
113152.9557,18.8724317,4.404234008,3.278196252,35162.30394,"California, Los Angeles",1170392.564
73501.64199,2.300956171,8.374666622,2.604731677,30802.50301,"California, San Diego",1993366.76
70651.08226,19.05386272,8.293756296,5.241212549,48824.83383,"Illinois, Chicago",1561141.592
81513.41642,9.958613962,6.017851962,5.039514816,37824.91211,"Illinois, Chicago",1344688.51
43757.27734,11.69302951,7.511980713,3.937701883,47789.20513,"Texas, Austin",1707449.347
53302.6695,23.32221113,6.785329663,4.151083111,22662.03198,"Illinois, Chicago",1051451.576
99042.68931,24.51712059,8.264780568,2.238176552,23350.99169,"Illinois, Chicago",1915108.808
46623.89343,12.61034218,5.575279847,4.222029409,44188.98376,"California, Los Angeles",1238436.089
88252.16876,28.46743514,6.618362,5.165366096,15994.19682,"California, Los Angeles",855682.6544
59627.92877,12.78741882,6.426861856,4.295310294,47837.11445,"Florida, Miami",446233.9619
71143.64912,23.38324502,5.769529131,3.06122548,30298.97419,"Florida, Miami",938681.8727
63095.49894,15.03244067,8.457275323,4.670193089,47056.55514,"California, Los Angeles",1266685.241
68453.81732,27.02843747,4.829389623,3.44595372,23471.71155,"Florida, Orlando",1495521.836
97523.67241,27.32507607,4.747543198,4.179493137,38638.35617,"New York, Manhattan",1787698.378
63769.73725,3.535087428,6.884547677,3.950261453,29315.00488,"Texas, Austin",1904733.42
85312.37122,28.15830661,7.28747115,3.524700004,35072.14521,"California, San Diego",474171.5385
78084.03218,24.9405104,4.973096272,4.875511922,30174.89973,"New York, Manhattan",1321538.476
93093.69323,23.94801072,5.953587211,5.535504448,48684.62469,"Florida, Miami",1433202.404
114946.3791,6.826428851,8.732819215,2.020850074,37684.21591,"Illinois, Chicago",592508.4889
98605.76778,24.34845705,5.233087113,5.734466077,20052.75875,"California, Los Angeles",1227521.156
57195.23029,25.65384931,7.341803511,4.046060544,46387.07688,"Florida, Miami",869217.1805
42494.6508,9.385359699,7.700746968,4.802927521,21761.18953,"Illinois, Chicago",431609.4644
60981.12354,28.61554227,6.240643497,5.422498265,24864.20397,"New York, Brooklyn",411972.185
87606.23446,2.445944246,8.687629934,3.868414769,14084.94792,"California, San Francisco",1590662.067
44114.06508,5.347368344,7.683283676,5.339896293,45998.66079,"Illinois, Chicago",1346274.268
79709.29978,16.589853,6.289622899,2.710479278,21444.48093,"New York, Manhattan",1515706.853
87747.42791,17.69798166,6.846676009,2.636670138,20356.70472,"Texas, Houston",1464972.863
66739.51127,19.70935242,7.463067217,4.629885475,46810.50392,"Illinois, Chicago",528330.9096
101672.9763,1.49210475,6.960950902,5.480572022,42221.0745,"Florida, Orlando",557660.9361
48527.86025,28.85063646,8.393487919,5.56970471,15643.15686,"Texas, Houston",729222.3312
46011.02254,2.293054689,5.784443311,4.574961834,40772.98016,"New York, Brooklyn",978470.9978
98255.1005,5.148796629,5.4994287,4.101956921,46521.32392,"Florida, Orlando",1896599.582
79639.3053,1.406421008,5.069194447,3.325572351,13140.44873,"Florida, Orlando",1445617.014
95072.19171,17.43889457,4.18891484,5.920001662,43008.5998,"New York, Brooklyn",733792.2886
74786.18709,28.03573963,4.215069822,3.278782747,31896.80207,"Florida, Miami",395172.9731
59712.16266,20.31246782,8.350275966,4.976744429,36767.89798,"Texas, Austin",1463180.682
105528.1854,24.85706659,7.391965732,4.1279272,29714.17356,"New York, Brooklyn",1363041.4
103953.2703,1.3851549,7.302662077,4.43404937,37912.1234,"New York, Manhattan",1448797.811
95575.71767,16.71844366,7.073214095,3.573922202,11363.91447,"Texas, Houston",744005.4119
61771.61098,14.32732635,8.246095723,5.859292502,40508.26893,"Illinois, Chicago",1178837.469
87218.45335,15.47007038,6.401334628,4.286729304,11333.74791,"Texas, Austin",914894.7624
68877.91176,3.094182375,8.352054143,5.751150522,28211.99391,"Texas, Houston",1690088.196
47326.56587,20.84862547,5.797225131,2.030365665,16038.59973,"New York, Brooklyn",417974.3256
113385.086,15.59339203,8.633537522,4.290682333,42942.97109,"Texas, Austin",768251.0421
50945.49047,23.18931665,7.4932849,4.868747559,22546.43637,"Florida, Orlando",1325021.365
116018.9883,15.07342839,5.28588568,4.980320685,28163.74178,"Florida, Miami",648880.421
75680.46184,5.332067451,6.820424608,5.619907527,27150.02965,"California, San Francisco",1443612.841
54810.63431,19.79945167,6.665152807,2.017606436,40900.07863,"California, San Francisco",532513.2554
83352.07579,5.999204501,4.689494109,2.001320637,29245.77439,"New York, Brooklyn",338780.8962
109835.6669,26.29944234,6.956214529,3.889053843,41558.3334,"California, San Diego",1767940.706
98577.99091,18.78037093,5.573928119,2.11717482,12940.33107,"Florida, Miami",866855.4824
104524.8918,5.558912623,4.261743834,5.898130215,17663.75872,"California, San Francisco",566643.2712
92702.66934,28.90780367,8.743280789,2.888260698,32061.36999,"California, San Diego",593605.3438
95382.12516,16.03259844,7.207451845,3.890658917,47883.53299,"Florida, Orlando",1806022.17
107935.6521,3.114055104,8.384594659,2.24455052,12990.31387,"Texas, Austin",1412533.39
59973.44071,19.17815423,7.380280025,4.088193665,11723.36865,"California, San Francisco",1925788.653
79153.99709,8.342768303,5.784918461,3.519824501,16262.027,"Florida, Orlando",1660068.55
57696.75535,24.3071101,6.563440362,2.178640116,35646.12515,"Florida, Orlando",1604822.565
119013.4406,24.71684013,7.378733802,3.340497067,25959.71667,"Texas, Austin",1149695.121
115524.7472,29.38947332,8.801261626,3.565744081,43022.09518,"California, San Francisco",1695368.328
43154.14491,15.5542164,5.268347296,5.959685965,12877.32606,"Florida, Orlando",1001509.315
96446.0138,14.19374951,8.374885293,2.831543488,17856.56347,"Florida, Orlando",1705900.845
114019.8654,22.85079256,8.620389026,4.179118461,22001.05622,"New York, Brooklyn",1588160.196
54446.02761,4.841649034,7.352077573,5.949262197,35069.20347,"Texas, Houston",1453345.664
85435.61844,16.8605499,8.656333137,5.168076832,37406.90761,"Florida, Miami",860517.5161
113239.0638,16.8411804,5.989392937,5.973470004,14968.13176,"Texas, Houston",1372209.783
42715.67829,3.594720562,8.76508088,5.873193259,47752.18836,"California, Los Angeles",1161538.962
95793.62138,13.12153848,7.513914386,3.958158168,23641.76541,"Florida, Miami",1084622.874
63787.92059,25.74525916,4.210028837,4.785503399,38526.75052,"Texas, Austin",1983418.767
113951.6956,25.82845504,8.534364159,2.441772508,30968.30876,"Illinois, Chicago",1157476.311
117684.6596,3.877892283,6.422364045,3.7645953,18910.32454,"Texas, Houston",354376.5492
115541.3191,3.6309056,6.301634924,5.236074169,43849.13292,"Texas, Houston",1364995.377
77937.13733,8.618168833,6.83233303,4.021341284,42729.52113,"California, San Diego",1537618.437
108963.4121,26.36821581,4.746922734,4.810796131,25842.87416,"New York, Manhattan",1804812.578
107563.9519,4.738174967,6.345830243,4.98300532,33544.30343,"California, Los Angeles",1375564.035
65528.03786,21.87990728,8.155636084,3.013876565,20313.02784,"Illinois, Chicago",333077.0992
106313.2379,3.933802969,4.077412296,5.502797492,37594.06515,"New York, Manhattan",503565.3709
42960.61078,19.07099776,5.364585802,3.839289724,22361.0725,"California, San Francisco",574108.0836
87701.59028,11.32595167,4.012272932,2.840740414,43763.14938,"California, San Diego",659144.3001
58400.70698,23.87850493,6.078556546,5.461663527,18695.40417,"Florida, Orlando",1659620.725
49645.35086,7.777023016,7.641577552,3.671275224,10592.13691,"Florida, Orlando",826592.085
46156.25613,19.53685305,7.993859146,5.001249754,20740.32168,"New York, Manhattan",831015.9487
95703.10207,7.834793503,8.725948806,4.192132289,17642.09946,"New York, Manhattan",1584498.65
67189.9971,21.69614821,7.042523065,3.527487009,30331.45759,"Florida, Orlando",1001142.177
97981.34172,26.336663,5.273134333,5.23950566,18148.13167,"Illinois, Chicago",409887.2043
45228.50726,4.677252175,8.620739746,4.337879727,40527.59483,"Florida, Orlando",1294714.958
65223.22703,26.13127497,7.876578769,3.56224841,19654.82552,"New York, Brooklyn",521115.0671
83159.30339,18.21368238,6.872142415,2.438391481,38278.7272,"California, Los Angeles",1271829.276
103257.8532,4.686204235,7.478201079,5.581781255,33138.83692,"Texas, Houston",1625384.783
65500.20023,13.39871381,8.621581775,2.141878341,49449.99426,"Florida, Orlando",1880132.383
90071.31011,5.664948511,7.561970142,5.452749393,49996.03908,"New York, Brooklyn",413989.4318
110878.2199,21.31008878,5.841872538,3.4398461,44781.04333,"Florida, Orlando",816743.1924
89269.05505,23.0071759,7.565141011,4.557355054,40399.33477,"Illinois, Chicago",1409188.771
58636.75798,4.068099088,4.201390814,5.688798895,25458.25656,"California, San Francisco",836270.1048
41952.06252,15.67805573,5.932077809,2.606826462,40131.06909,"New York, Brooklyn",1066743.539
109607.9099,24.62412662,6.031615159,4.267801903,48267.02148,"California, Los Angeles",334154.4663
41701.55287,28.1487282,4.834191172,5.057731449,10935.10302,"Florida, Miami",1478946.61
109976.1338,15.89201814,4.115427403,5.030335331,31516.58801,"New York, Brooklyn",1801576.224
82314.97072,28.55809748,4.666906183,4.102527658,18719.93218,"Texas, Austin",1960661.401
115125.4159,16.53498014,7.273107479,4.49895784,32315.05263,"Texas, Austin",1711906.693
103902.6589,12.43152434,8.011444082,5.030107977,28657.88359,"Florida, Miami",354019.6461
